iata,name,city,country,lat,lng
ILS,Ilopango International Airport,San Salvador,SV,13.6995,-89.119904
JCO,Comino Heliport,Comino,MT,36.01007,14.347306
CYA,Antoine-Simon International Airport,Les Cayes,HT,18.271099,-73.7883
CAP,Cap Haitien International Airport,Cap Haitien,HT,19.725547,-72.20071
MTX,Metro Field,Fairbanks,US,64.80680084229999,-147.761993408
JAK,Jacmel Airport,Jacmel,HT,18.2411,-72.518501
JEE,Jérémie Airport,Carrefour Sanon,HT,18.663099,-74.170303
PAP,Toussaint Louverture International Airport,Port-au-Prince,HT,18.580023,-72.292596
PAX,Port-de-Paix Airport,Port-de-Paix,HT,19.934045,-72.84801
MTU,Montepuez Airport,Montepuez,MZ,-13.121899604797363,39.052799224853516
AHG,Agalega Island Airstrip,Vingt Cinq,MU,-10.3731,56.609798
BCA,Gustavo Rizo Airport,Baracoa,CU,20.365299224853516,-74.5062026977539
BWW,Las Brujas Airport,Cayo Santa Maria,CU,22.6213,-79.147202
BYM,Carlos Manuel de Cespedes Airport,Bayamo,CU,20.3964,-76.621399
AVI,Máximo Gómez Airport,Ciro Redondo,CU,22.0271,-78.789597
CCC,Jardines Del Rey Airport,Cayo Coco,CU,22.461000442499998,-78.32839965820001
CFG,Jaime Gonzalez Airport,Cienfuegos,CU,22.149999618530273,-80.41419982910156
CYO,Vilo Acuña International Airport,Cayo Largo del Sur,CU,21.6165008545,-81.5459976196
CMW,Ignacio Agramonte International Airport,Camaguey,CU,21.419909,-77.848039
SCU,Antonio Maceo International Airport,Santiago,CU,19.97474,-75.835504
NBW,Leeward Point Field,Guantanamo Bay Naval Station,CU,19.9065,-75.2071
GAO,Mariana Grajales Airport,Guantánamo,CU,20.0853,-75.158302
HAV,José Martí International Airport,Havana,CU,22.989200592041016,-82.40910339355469
HOG,Frank Pais International Airport,Holguin,CU,20.785148,-76.315526
VRO,Kawama Airport,Santa Marta,CU,23.124001,-81.301598
UMA,Alfredo Noa Díaz Airport,Maisí,CU,20.242374,-74.148268
MJG,Mayajigua Airport,Mayajigua,CU,22.23080062866211,-79.06220245361328
MOA,Orestes Acosta Airport,Moa,CU,20.653900146484375,-74.92220306396484
MZO,Sierra Maestra International Airport,Manzanillo,CU,20.288605,-77.087545
GER,Rafael Cabrera Airport,Nueva Gerona,CU,21.834699630737305,-82.78379821777344
UPB,Playa Baracoa Airport,Havana,CU,23.032801,-82.579399
SNU,Abel Santamaria International Airport,Santa Clara,CU,22.492215,-79.943119
SNJ,San Julián Air Base,Sandino,CU,22.100525,-84.157376
SZJ,Siguanea Airport,Isla de la Juventud,CU,21.6425,-82.955101
USS,Sancti Spiritus Airport,Sancti Spiritus,CU,21.9704,-79.442703
TND,Alberto Delgado Airport,Trinidad,CU,21.7883,-79.9972
VRA,Juan Gualberto Gomez International Airport,Matanzas,CU,23.034401,-81.435303
VTU,Hermanos Ameijeiras Airport,Las Tunas,CU,20.9876,-76.935799
FMT,Faresmaathoda Airport,Faresmaathodaa,MV,0.192647,73.196755
MUM,Muli Airport,Muli,MV,2.911389,73.583611
CYB,Charles Kirkconnell International Airport,West End,KY,19.687,-79.882797
LYB,Edward Bodden Little Cayman Airfield,Blossom Village,KY,19.660161,-80.088826
GCM,Owen Roberts International Airport,George Town,KY,19.292801,-81.357697
MWR,Motswari Airport,Motswari Private Game Reserve,ZA,-24.1903,31.3864
MWU,Mussau Airport,Mussau Island,PG,-1.45,149.7
AJS,Punta Abreojos Airport,Mulegé,MX,26.7272,-113.558998
AZG,Apatzingán - Pablo L. Sidar Airport,Apatzingán,MX,19.093399,-102.393997
PCM,Playa del Carmen National Airport,Playa del Carmen,MX,20.622752,-87.082171
PCV,Punta Chivato Airport,Mulegé,MX,27.069201,-111.961998
SGM,San Ignacio Airport,Mulegé,MX,27.296473,-112.938809
UAC,San Luis Río Colorado Airport,San Luis Río Colorado,MX,32.445301,-114.797997
XAL,Álamos Airport,Álamos,MX,27.039,-108.949021
MXC,Monticello Airport,Monticello,US,37.93243,-109.341225
GTK,Sungai Tekai Airport,Sungai Tekai,MY,2.64118,102.89297
LBP,Long Banga Airport,Long Banga,MY,3.202138,115.401811
SPT,Sipitang Airport,Sipitang,MY,5.0833330154418945,115.55000305175781
MAY,Clarence A. Bain Airport,Mangrove Cay,BS,24.287701,-77.684601
ASD,Andros Town Airport,Andros Town,BS,24.697901,-77.795601
TZN,Congo Town Airport,Andros,BS,24.158701,-77.589798
MHH,Leonard M. Thompson International Airport,Marsh Harbour,BS,26.510711,-77.084262
SAQ,San Andros Airport,Andros Island,BS,25.053800582885742,-78.04900360107422
AXP,Spring Point Airport,Spring Point,BS,22.441799,-73.970901
TCB,Treasure Cay Airport,Treasure Cay,BS,26.745300293,-77.3912963867
WKR,Walkers Cay Airport,Walkers Cay,BS,27.259656,-78.400455
CCZ,Chub Cay Airport,Chub Cay,BS,25.417101,-77.880898
GHC,Great Harbour Cay Airport,Bullocks Harbour,BS,25.7383,-77.840103
BIM,South Bimini Airport,South Bimini,BS,25.6998996735,-79.2647018433
ATC,Arthur's Town Airport,Arthur's Town,BS,24.6294,-75.673797
TBI,New Bight Airport,Cat Island,BS,24.3153,-75.452301
CXY,Cat Cay Airport,North Cat Cay,BS,25.554425,-79.275404
CRI,Colonel Hill Airport,Colonel Hill,BS,22.7456,-74.182404
PWN,Pitts Town Airport,Pitts Town,BS,22.8297,-74.3461
GGT,Exuma International Airport,Moss Town,BS,23.562599,-75.877998
ELH,North Eleuthera Airport,North Eleuthera,BS,25.475823,-76.680784
GHB,Governor's Harbour Airport,Governor's Harbour,BS,25.2847,-76.331001
NMC,Normans Cay Airport,Normans Cay,BS,24.594299,-76.820198
RSD,Rock Sound International Airport,Rock Sound,BS,24.89165,-76.177602
TYM,Staniel Cay Airport,Staniel Cay,BS,24.1691,-76.439102
FPO,Grand Bahama International Airport,Freeport,BS,26.557996,-78.695583
WTD,West End Airport,West End,BS,26.685301,-78.974998
IGA,Inagua Airport,Matthew Town,BS,20.975,-73.666901
MYK,May Creek Airport,May Creek,US,61.335701,-142.686996
LGI,Deadman's Cay Airport,Deadman's Cay,BS,23.1790008545,-75.09359741210001
SML,Stella Maris Airport,Stella Maris,BS,23.582317,-75.268621
MYG,Mayaguana Airport,Abraham Bay Settlement,BS,22.379499,-73.013494
NAS,Lynden Pindling International Airport,Nassau,BS,25.039,-77.466202
DCT,Duncan Town Airport,Duncan Town,BS,22.181801,-75.7295
RCY,Rum Cay International Airport,Port Nelson,BS,23.68344,-74.836302
MYS,Moyale Airport,Moyale,ET,3.5623,39.0433
ZSA,San Salvador International Airport,San Salvador,BS,24.063041,-74.523233
NTC,Paradise Island Airport,Santa Carolina,MZ,-21.614999771118,35.338001251221
TGS,Chokwé Airport,Chokwé,MZ,-24.520599365234375,32.965301513671875
BZE,Philip S. W. Goldson International Airport,Belize City,BZ,17.539951,-88.303556
MZE,Manatee Airport,,BZ,17.27846,-89.0238
CYD,San Ignacio Town (Maya Flats) Airstrip,Maya Flats,BZ,17.104872,-89.101129
PLJ,Placencia Airport,Placencia,BZ,16.536957,-88.361511
IMI,Ine Airport,Arno Atoll,MH,7.005553,171.656959
BQI,Bagani Airport,Bagani,NA,-18.11848,21.623296
AIT,Aitutaki Airport,Aitutaki,CK,-18.8309,-159.764008
AIU,Enua Airport,Atiu Island,CK,-19.96780014038086,-158.11900329589844
MGS,Mangaia Island Airport,Mangaia Island,CK,-21.895987,-157.906662
MHX,Manihiki Island Airport,Manihiki Island,CK,-10.38091,-160.999424
MUK,Mauke Airport,Mauke Island,CK,-20.13610076904297,-157.34500122070312
MOI,Mitiaro Island Airport,Mitiaro Island,CK,-19.842501,-157.703003
PZK,Pukapuka Island Airport,Pukapuka Atoll,CK,-10.9145,-165.8393
PYE,Tongareva Airport,Penrhyn Island,CK,-9.01437,-158.03241
RAR,Rarotonga International Airport,Avarua,CK,-21.2027,-159.806
EPG,Browns Airport,Weeping Water,US,40.8675003052,-96.1100006104
ICI,Cicia Airport,Cicia,FJ,-17.7432994843,-179.341995239
CST,Castaway Island Seaplane Base,Castaway Island,FJ,-17.7358,177.129
NAN,Nadi International Airport,Nadi,FJ,-17.761822,177.437843
PTF,Malolo Lailai Island Airport,Malolo Lailai Island,FJ,-17.778448,177.196996
RBI,Rabi Island Airport,Rabi Island,FJ,-16.5337,179.9757
KDV,Vunisea Airport,Vunisea,FJ,-19.058099746699998,178.156997681
MNF,Mana Island Airport,Mana Island,FJ,-17.672844,177.0985
MFJ,Moala Airport,Moala,FJ,-18.566699981699998,179.951004028
SUV,Nausori International Airport,Nausori,FJ,-18.044226,178.561486
LEV,Levuka Airfield,Bureta,FJ,-17.7110996246,178.759002686
PHR,Nanuku Airport,Nanuku Auberge Resort,FJ,-18.2553,178.0492
NGI,Ngau Airport,Ngau,FJ,-18.115600585899998,179.339996338
LUC,Laucala Island Airport,Laucala Island,FJ,-16.7481,-179.667007
LKB,Lakeba Island Airport,Lakeba Island,FJ,-18.1991996765,-178.817001343
LBS,Labasa Airport,Labasa,FJ,-16.4667,179.339996
TVU,Matei Airport,Matei,FJ,-16.690599,-179.876999
KXF,Koro Island Airport,Koro Island,FJ,-17.3458003998,179.42199707
RTA,Rotuma Airport,Rotuma,FJ,-12.482500076293945,177.0709991455078
SVU,Savusavu Airport,Savusavu,FJ,-16.803394,179.340587
KAY,Wakaya Island Airport,Wakaya Island,FJ,-17.617000579833984,179.01699829101562
ONU,Ono-i-Lau Airport,Ono-i-Lau,FJ,-20.6589,-178.7411
YAS,Yasawa Island Airport,Yasawa Island,FJ,-16.7589,177.544998
EUA,Kaufana Airport,Eua Island,TO,-21.378299713100002,-174.957992554
TBU,Fua'amotu International Airport,Nuku'alofa,TO,-21.241438,-175.149164
HPA,Lifuka Island Airport,Lifuka,TO,-19.777000427246094,-174.34100341796875
NFO,Mata'aho Airport,"Angaha, Niuafo'ou Island",TO,-15.570603,-175.631283
NTT,Kuini Lavenia Airport,Niuatoputapu,TO,-15.977297,-173.791089
VAV,Vava'u International Airport,Vava'u Island,TO,-18.5853,-173.962006
TTL,Turtle Island Seaplane Base,Nanuya Levu Island,FJ,-16.966,177.368
VBV,Vanua Balavu Airport,Vanua Balavu,FJ,-17.268999099731445,-178.9759979248047
VTF,Vatulele Airport,Vatulele,FJ,-18.512500762939453,177.63900756835938
PHG,Port Harcourt City Airport / Port Harcourt Air Force Base,Port Harcourt,NG,4.846111,7.021389
ABF,Abaiang Airport,Abaiang,KI,1.79861,173.041
BEZ,Beru Airport,Beru,KI,-1.35472,176.007004
FUN,Funafuti International Airport,Funafuti,TV,-8.523885,179.196976
KUC,Kuria Airport,Kuria,KI,0.218611,173.442001
MNK,Maiana Airport,Maiana,KI,1.00361,173.031006
MZK,Marakei Airport,Marakei,KI,2.05861,173.270996
MTK,Makin Island Airport,Makin Island,KI,3.37444,172.992004
NIG,Nikunau Airport,Nikunau,KI,-1.31444001198,176.410003662
OOT,Onotoa Airport,Onotoa,KI,-1.79611,175.526001
TRW,Bonriki International Airport,South Tarawa,KI,1.38164,173.147003
AEA,Abemama Airport,Abemama,KI,0.490759,173.830287
TBF,Tabiteuea North Airport,,KI,-1.22447,174.776001
TMN,Tamana Island Airport,Tamana Island,KI,-2.48583,175.970001
NON,Nonouti Airport,Nonouti,KI,-0.639722,174.427994
AIS,Arorae Island Airport,Arorae Island,KI,-2.616233,176.802209
TSU,Tabiteuea South Airport,Tabiteuea South,KI,-1.47444,175.063995
BBG,Butaritari Airport,Butaritari,KI,3.08583,172.811005
AAK,Aranuka Airport,Buariki,KI,0.185278,173.636993
NIK,Niokolo-Koba Airport,Niokolo-Koba National Park,SN,13.052014,-12.727162
NIN,Ninilchik Airport,Ninilchik,US,60.020199,-151.589005
IUE,Niue International Airport,Alofi,NU,-19.080109,-169.923493
NJJ,Nenjiang Melgen Airport,Heihe,CN,49.236372,125.337052
NKD,Sinak Airport,Sinak,ID,-3.822249,137.839208
NLH,Ninglang Luguhu Airport,Ninglang,CN,27.5403,100.7593
FUT,Pointe Vele Airport,Futuna Island,WF,-14.311565,-178.066492
WLS,Hihifo Airport,Wallis Island,WF,-13.239445,-176.19865
HBB,Industrial Airpark,Hobbs,US,32.7668,-103.209
NND,Nangade Airport,Nangade,MZ,-11.073,39.68
NOM,Nomad River Airport,Nomad River,PG,-6.294,142.234167
NOO,Naoro Airport,Naoro Vilage,PG,-9.254455,147.621352
PHH,Pokhara International Airport,Pokhara,NP,28.1838,84.0147
NPG,Nipa Airport,Nipa,PG,-6.1454,143.4531
NRY,Newry Airport,Newry,AU,-16.0442,129.2638
OFU,Ofu Airport,Ofu,AS,-14.1844,-169.669998
AAU,Asau Airport,Asau,WS,-13.505132,-172.627888
APW,Faleolo International Airport,Apia,WS,-13.83,-172.007996
FGI,Fagali'i Airport,Apia,WS,-13.849167,-171.739866
FTI,Fitiuta Airport,Fitiuta Village,AS,-14.216131,-169.423771
MXS,Maota Airport,Maota,WS,-13.7423,-172.257996
PPG,Pago Pago International Airport,Pago Pago,AS,-14.331,-170.710007
PPT,Fa'a'ā International Airport,Papeete,PF,-17.553472,-149.606936
RMT,Rimatara Airport,Rimatara Island,PF,-22.63725,-152.8059
RUR,Rurutu Airport,,PF,-22.434099197387695,-151.36099243164062
TUB,Tubuai Airport,,PF,-23.365400314331055,-149.5240020751953
RVV,Raivavae Airport,,PF,-23.885201,-147.662003
AAA,Anaa Airport,Anaa,PF,-17.3526,-145.509995
FGU,Fangatau Airport,Fangatau,PF,-15.820044,-140.888071
TIH,Tikehau Airport,Tuherahera,PF,-15.1196,-148.231003
APK,Apataki Airport,Apataki,PF,-15.5736,-146.414993
REA,Reao Airport,Reao,PF,-18.46652,-136.43855
FAV,Fakarava Airport,,PF,-16.054100036621094,-145.65699768066406
HHZ,Hikueru Airport,Hikueru,PF,-17.548297,-142.612037
XMH,Manihi Airport,,PF,-14.436800003051758,-146.07000732421875
GMR,Totegegie Airport,,PF,-23.07990074157715,-134.88999938964844
KKR,Kaukura Airport,Raitahiti,PF,-15.6633,-146.884995
MKP,Makemo Airport,Makemo,PF,-16.5839,-143.658005
NAU,Napuka Island Airport,Napuka Island,PF,-14.177397,-141.266112
TKV,Tatakoto Airport,Tatakoto,PF,-17.355226,-138.44734
PKP,Puka Puka Airport,,PF,-14.80955,-138.812621
PUK,Pukaruha Airport,Pukaruha,PF,-18.295726,-137.016291
TKP,Takapoto Airport,,PF,-14.709500312805176,-145.24600219726562
AXR,Arutua Airport,,PF,-15.248299598693848,-146.61700439453125
MVT,Mataiva Airport,,PF,-14.8681001663208,-148.7169952392578
NUK,Nukutavake Airport,Nukutavake,PF,-19.284613,-138.768367
ZTA,Tureia Airport,Tureia,PF,-20.784262,-138.56796
AHE,Ahe Airport,Ahe Atoll,PF,-14.428099632263184,-146.2570037841797
KHZ,Kauehi Airport,Kauehi,PF,-15.780622,-145.128443
FAC,Faaite Airport,Faaite,PF,-16.68657,-145.329394
FHZ,Fakahina Airport,Fakahina,PF,-15.992259,-140.164246
RKA,Aratika Nord Airport,,PF,-15.485673,-145.464778
TJN,Takume Airport,Takume,PF,-15.857434,-142.266469
NIU,Naiu Airport,Naiu Atoll,PF,-16.119296,-146.368768
RRR,Raroia Airport,Raroia,PF,-16.050485,-142.476568
TKX,Takaroa Airport,,PF,-14.45580005645752,-145.02499389648438
KXU,Katiu Airport,Katiu,PF,-16.339681,-144.407966
NKP,Nukutepipi Airport,Nukutepipi,PF,-20.700054,-143.045933
NHV,Nuku Hiva Airport,Nuku Hiva,PF,-8.7956,-140.229004
AUQ,Hiva Oa-Atuona Airport,Hiva Oa Island,PF,-9.76879024506,-139.011001587
UAP,Ua Pou Airport,Ua Pou,PF,-9.35167,-140.078003
UAH,Ua Huka Airport,Ua Huka,PF,-8.936228,-139.554062
BOB,Bora Bora Airport,Motu Mute,PF,-16.444400787353516,-151.75100708007812
TTI,Tetiaroa Airport,Tetiaroa,PF,-17.015095,-149.589372
RGI,Rangiroa Airport,,PF,-14.954299926757812,-147.66099548339844
HUH,Huahine-Fare Airport,Fare,PF,-16.687084,-151.021593
MOZ,Moorea Temae Airport,Moorea-Maiao,PF,-17.48979,-149.761777
HOI,Hao Airport,Otepa,PF,-18.0748,-140.945999
MAU,Maupiti Airport,,PF,-16.42650032043457,-152.24400329589844
RFP,Raiatea Airport,Uturoa,PF,-16.7229,-151.466003
TPX,Tupai Airport,Tupai Atoll,PF,-16.2423,-151.8338
UOA,Moruroa Airport,Moruroa Atoll,PF,-21.80978,-138.813385
VHZ,Vahitahi Airport,Vahitahi,PF,-18.780697,-138.85568
NUF,Castlereagh Lake Seaplane Base,Hatton,LK,6.86,80.584
UCC,Yucca Airstrip,Mercury,US,36.934661,-116.00596
MTV,Mota Lava Airport,Ablow,VU,-13.666,167.712006
SLH,Sola Airport,Sola,VU,-13.8516998291,167.537002563
TOH,Torres Airstrip,Loh/Linua,VU,-13.328,166.638
EAE,Siwo Airport,Emae Island,VU,-17.0903,168.343002
CCV,Craig Cove Airport,Craig Cove,VU,-16.264999,167.923996
LOD,Longana Airport,Longana,VU,-15.3066997528,167.966995239
SSR,Sara Airport,Pentecost Island,VU,-15.4708003998,168.151992798
PBJ,Tavie Airport,Paama Island,VU,-16.431955,168.235511
LPM,Lamap Airport,Lamap,VU,-16.4611228,167.829253
LNB,Lamen Bay Airport,Lamen Bay,VU,-16.584199905400002,168.158996582
MWF,Maewo-Naone Airport,Maewo Island,VU,-14.997222,168.081111
LNE,Lonorore Airport,Lonorore,VU,-15.865599632299999,168.17199707
NUS,Norsup Airport,Norsup,VU,-16.0797,167.401001
ZGU,Gaua Island Airport,Gaua Island,VU,-14.2181,167.587006
RCL,Redcliffe Airport,Redcliffe,VU,-15.472,167.835007
SON,Santo Pekoa International Airport,Luganville,VU,-15.505000114399998,167.220001221
TGH,Tongoa Airport,Tongoa Island,VU,-16.8910999298,168.550994873
ULB,Uléi Airport,Ambrym Island,VU,-16.3297,168.3011
VLS,Valesdir Airport,Epi Island,VU,-16.796100616500002,168.177001953
WLH,Walaha Airport,Walaha,VU,-15.412,167.690994
SWJ,Southwest Bay Airport,Malekula Island,VU,-16.4864,167.4472
OLJ,North West Santo Airport,Olpoi,VU,-14.881699562099998,166.557998657
AUY,Aneityum Airport,Anatom Island,VU,-20.249142,169.770758
AWD,Aniwa Airport,Aniwa,VU,-19.2346,169.6009
DLY,Dillon's Bay Airport,Dillon's Bay,VU,-18.7694,169.001007
FTA,Futuna Airport,Futuna Island,VU,-19.516399383499998,170.231994629
IPA,Ipota Airport,Ipota,VU,-18.856389,169.283333
VLI,Bauerfield International Airport,Port Vila,VU,-17.699301,168.320007
TAH,Whitegrass Airport,Tanna Island,VU,-19.455099,169.223999
NWT,Nowata Airport,Nowata,PG,-9.984166666669998,149.729166667
TGJ,Tiga Airport,Tiga,NC,-21.096407,167.80379
BMY,Île Art - Waala Airport,Waala,NC,-19.720521,163.661077
KNQ,Koné Airport,Koné,NC,-21.053551,164.838768
ILP,Île des Pins Airport,Île des Pins,NC,-22.5889,167.455994
KOC,Koumac Airport,Koumac,NC,-20.546323,164.255648
LIF,Lifou Airport,Lifou,NC,-20.774563,167.239328
GEA,Nouméa Magenta Airport,Nouméa,NC,-22.257706,166.472822
PUV,Poum / Malabou Airport,Malabou,NC,-20.289155,164.09935
PDC,Mueo Airport,Népoui,NC,-21.316456,164.999399
MEE,Maré Airport,Maré,NC,-21.482438,168.038465
TOU,Touho Airport,Touho,NC,-20.790127,165.259524
UVE,Ouvéa Airport,Ouvéa,NC,-20.640932,166.573024
NOU,La Tontouta International Airport,Nouméa (La Tontouta),NC,-22.014601,166.212997
AKL,Auckland International Airport,Auckland,NZ,-37.01199,174.786331
TUO,Taupo Airport,Taupo,NZ,-38.73970031738281,176.08399963378906
AMZ,Ardmore Airport,Manurewa,NZ,-37.029701232910156,174.97300720214844
ASG,Ashburton Airport,Ashburton,NZ,-43.903301,171.796997
CHC,Christchurch International Airport,Christchurch,NZ,-43.489029,172.532065
CHT,Inia William Tuuta Memorial Airport,Te One,NZ,-43.81189,-176.46514
CMV,Coromandel Airport,Coromandel,NZ,-36.791698,175.509003
DGR,Dargaville Aerodrome,Dargaville,NZ,-35.939304,173.892862
DUD,Dunedin International Airport,Dunedin,NZ,-45.929017,170.197758
FGL,Fox Heliport,Fox,NZ,-43.4631,170
WHO,Franz Josef Aerodrome,,NZ,-43.36309814453125,170.13400268554688
GBZ,Great Barrier Aerodrome,Claris,NZ,-36.241402,175.472
GMN,Greymouth Airport,,NZ,-42.4617,171.190002
GIS,Gisborne Airport,Gisborne,NZ,-38.6633,177.977997
GTN,Glentanner Airport,Glentanner Station,NZ,-43.906700134277344,170.1280059814453
HKK,Hokitika Airfield,,NZ,-42.713600158691406,170.98500061035156
HLZ,Hamilton International Airport,Hamilton,NZ,-37.866961,175.331952
WIK,Waiheke Island Aerodrome,Waiheke Island,NZ,-36.808899,175.085999
KBZ,Kaikoura Airport,,NZ,-42.424999,173.604996
KKE,Kerikeri Airport,Kerikeri,NZ,-35.259148,173.913317
KKO,Kaikohe Airport,Kaikohe,NZ,-35.451099,173.817001
KAT,Kaitaia Airport,Awanui,NZ,-35.069837,173.287053
ALR,Alexandra Aerodrome,Alexandra,NZ,-45.210495,169.371113
MTA,Matamata Glider Airport,,NZ,-37.734402,175.742004
MHB,Mechanics Bay Heliport,Auckland City,NZ,-36.846525628100004,174.787872434
MON,Mount Cook Airport,,NZ,-43.764999,170.132996
MFN,Milford Sound Airport,,NZ,-44.673302,167.923004
MZP,Motueka Airport,,NZ,-41.123299,172.988998
TEU,Manapouri Airport,,NZ,-45.5331,167.649994
MRO,Hood Airport,Masterton,NZ,-40.974634,175.63454
NPL,New Plymouth Airport,New Plymouth,NZ,-39.00859832763672,174.1790008544922
NPE,Hawke's Bay Airport,Napier,NZ,-39.465801,176.869995
NSN,Nelson Airport,Nelson,NZ,-41.298302,173.220993
IVC,Invercargill Airport,Invercargill,NZ,-46.41239929199219,168.31300354003906
OHA,RNZAF Base Ohakea,,NZ,-40.20600128173828,175.38800048828125
OAM,Oamaru Airport,,NZ,-44.970001,171.082001
PMR,Palmerston North Airport,Palmerston North,NZ,-40.320599,175.617004
PCN,Picton Aerodrome,Koromiko,NZ,-41.346099853516,173.95599365234
PPQ,Paraparaumu Airport,,NZ,-40.904701232910156,174.98899841308594
ZQN,Queenstown Airport,Queenstown,NZ,-45.019205,168.746379
RAG,Raglan Aerodrome,Raglan,NZ,-37.804699,174.860001
SZS,Ryan's Creek Aerodrome,Oban,NZ,-46.8997,168.100998
ROT,Rotorua Regional Airport,Rotorua,NZ,-38.1092,176.317001
TRG,Tauranga Airport,Tauranga,NZ,-37.67190170288086,176.1959991455078
TMZ,Thames Aerodrome,,NZ,-37.1567,175.550003
KTF,Takaka Airport,,NZ,-40.813301,172.774994
TKZ,Tokoroa Airfield,Tokoroa,NZ,-38.236698,175.891998
TIU,Timaru Airport,,NZ,-44.302799224853516,171.22500610351562
TWZ,Pukaki Airport,Twitzel,NZ,-44.2350006104,170.117996216
BHE,Woodbourne Airport,Blenheim,NZ,-41.5182991027832,173.8699951171875
